frame_idx,timestamp_s,person_id,risk,in_watched_zone,near_item,in_pos,looking_around,face_visible_ratio,face_covered_or_turned,has_hat,has_mask
89,2.9696333333333333,1,0.0,True,False,False,False,0.0,False,False,False
90,3.003,1,0.0,True,False,False,False,0.0,False,False,False
91,3.036366666666667,1,0.0,True,False,False,False,0.0,False,False,False
92,3.0697333333333336,1,0.0,True,False,False,False,0.0,False,False,False
93,3.1031,1,0.0,True,False,False,False,0.0,False,False,False
94,3.1364666666666667,1,0.0,True,False,False,False,0.0,False,False,False
95,3.1698333333333335,1,0.0,True,False,False,False,0.0,False,False,False
96,3.2032000000000003,1,0.0,True,False,False,False,0.0,False,False,False
97,3.236566666666667,1,0.0,True,False,False,False,0.0,False,False,False
98,3.2699333333333334,1,0.0,True,False,False,False,0.0,False,False,False
99,3.3033,1,0.0,True,False,False,False,0.0,False,False,False
100,3.336666666666667,1,0.0,True,False,False,False,0.0,False,False,False
101,3.3700333333333337,1,0.0,True,False,False,False,0.0,False,False,False
102,3.4034,1,0.0,True,False,False,False,0.0,False,False,False
103,3.4367666666666667,1,0.0,True,False,False,False,0.0,False,False,False
104,3.4701333333333335,1,0.0,True,False,False,False,0.0,False,False,False
105,3.5035000000000003,1,0.0,True,False,False,False,0.0,False,False,False
106,3.536866666666667,1,0.0,True,False,False,False,0.0,False,False,False
107,3.5702333333333334,1,0.0,True,False,False,False,0.0,False,False,False
108,3.6036000000000006,1,0.0,True,False,False,False,0.0,False,False,False
109,3.636966666666667,1,0.0,True,False,False,False,0.0,False,False,False
110,3.6703333333333337,1,0.0,True,False,False,False,0.0,False,False,False
111,3.7037,1,0.0,True,False,False,False,0.0,False,False,False
112,3.7370666666666668,1,0.0,True,False,False,False,0.0,False,False,False
113,3.7704333333333335,1,0.0,True,False,False,False,0.0,False,False,False
114,3.8038000000000003,1,0.0,True,False,False,False,0.0,False,False,False
115,3.837166666666667,1,0.0,True,False,False,False,0.0,False,False,False
116,3.8705333333333334,1,0.0,True,False,False,False,0.0,False,False,False
117,3.9039,1,0.0,True,False,False,False,0.0,False,False,False
118,3.937266666666667,1,0.0,True,False,False,False,0.0,False,False,False
119,3.9706333333333337,1,0.0,True,False,False,False,0.0,False,False,False
120,4.0040000000000004,1,0.0,True,False,False,False,0.0,False,False,False
121,4.037366666666667,1,0.0,True,False,False,False,0.0,False,False,False
122,4.070733333333333,1,0.0,True,False,False,False,0.0,False,False,False
123,4.1041,1,0.0,True,False,False,False,0.0,False,False,False
124,4.137466666666667,1,0.0,True,False,False,False,0.0,False,False,False
125,4.170833333333333,1,0.0,True,False,False,False,0.0,False,False,False
126,4.2042,1,0.0,True,False,False,False,0.0,False,False,False
127,4.237566666666667,1,0.0,True,False,False,False,0.0,False,False,False
128,4.270933333333334,1,0.0,True,False,False,False,0.0,False,False,False
129,4.3043000000000005,1,0.0,True,False,False,False,0.0,False,False,False
130,4.337666666666667,1,0.0,True,False,False,False,0.0,False,False,False
131,4.371033333333333,1,0.0,True,False,False,False,0.0,False,False,False
132,4.4044,1,0.0,True,False,False,False,0.0,False,False,False
133,4.437766666666667,1,0.0,True,False,False,False,0.0,False,False,False
134,4.471133333333333,1,0.0,True,False,False,False,0.0,False,False,False
135,4.5045,1,0.0,True,False,False,False,0.0,False,False,False
136,4.537866666666667,1,0.0,True,False,False,False,0.0,False,False,False
137,4.571233333333334,1,0.0,True,False,False,False,0.0,False,False,False
138,4.6046000000000005,1,0.0,True,False,False,False,0.0,False,False,False
139,4.637966666666667,1,0.0,True,False,False,False,0.0,False,False,False
140,4.671333333333333,1,0.0,True,False,False,False,0.0,False,False,False
141,4.7047,1,0.0,True,False,False,False,0.0,False,False,False
142,4.738066666666667,1,0.0,True,False,False,False,0.0,False,False,False
143,4.771433333333333,1,0.0,True,False,False,False,0.0,False,False,False
144,4.8048,1,0.0,True,False,False,False,0.0,False,False,False
145,4.838166666666667,1,0.0,True,False,False,False,0.0,False,False,False
146,4.871533333333334,1,0.0,True,False,False,False,0.0,False,False,False
147,4.9049000000000005,1,0.0,True,False,False,False,0.0,False,False,False
148,4.938266666666667,1,0.0,True,False,False,False,0.0,False,False,False
149,4.971633333333334,1,0.0,True,False,False,False,0.0,False,False,False
150,5.005,1,0.0,True,False,False,False,0.0,False,False,False
151,5.038366666666667,1,0.0,True,False,False,False,0.0,False,False,False
152,5.071733333333333,1,0.0,True,False,False,False,0.0,False,False,False
153,5.1051,1,0.0,True,False,False,False,0.0,False,False,False
154,5.138466666666667,1,0.0,True,False,False,False,0.0,False,False,False
155,5.171833333333334,1,0.0,True,False,False,False,0.0,False,False,False
156,5.2052000000000005,1,0.0,True,False,False,False,0.0,False,False,False
157,5.238566666666667,1,0.0,True,False,False,False,0.0,False,False,False
158,5.271933333333334,1,0.0,True,False,False,False,0.0,False,False,False
159,5.3053,1,0.0,True,False,False,False,0.0,False,False,False
160,5.338666666666667,1,0.0,True,False,False,False,0.0,False,False,False
161,5.372033333333333,1,0.0,True,False,False,False,0.0,False,False,False
162,5.4054,1,0.0,True,False,False,False,0.0,False,False,False
163,5.438766666666667,1,0.0,True,False,False,False,0.0,False,False,False
164,5.472133333333334,1,0.0,True,False,False,False,0.0,False,False,False
165,5.5055000000000005,1,0.0,True,False,False,False,0.0,False,False,False
166,5.538866666666667,1,0.0,True,False,False,False,0.0,False,False,False
167,5.572233333333335,1,0.0,True,False,False,False,0.0,False,False,False
168,5.605600000000001,1,0.0,True,False,False,False,0.0,False,False,False
169,5.638966666666667,1,0.0,True,False,False,False,0.0,False,False,False
170,5.6723333333333334,1,0.0,True,False,False,False,0.0,False,False,False
171,5.7057,1,0.0,True,False,False,False,0.0,False,False,False
172,5.739066666666667,1,0.0,True,False,False,False,0.0,False,False,False
173,5.772433333333334,1,0.0,True,False,False,False,0.0,False,False,False
174,5.8058000000000005,1,0.0,True,False,False,False,0.0,False,False,False
175,5.839166666666667,1,0.0,True,False,False,False,0.0,False,False,False
176,5.872533333333334,1,0.0,True,False,False,False,0.0,False,False,False
177,5.9059,1,0.0,True,False,False,False,0.0,False,False,False
178,5.939266666666667,1,0.0,True,False,False,False,0.0,False,False,False
179,5.9726333333333335,1,0.0,True,False,False,False,0.0,False,False,False
180,6.006,1,0.0,True,False,False,False,0.0,False,False,False
181,6.039366666666667,1,0.0,True,False,False,False,0.0,False,False,False
182,6.072733333333334,1,0.0,True,False,False,False,0.0,False,False,False
183,6.1061000000000005,1,0.0,True,False,False,False,0.0,False,False,False
184,6.139466666666667,1,0.0,True,False,False,False,0.0,False,False,False
185,6.172833333333334,1,0.0,True,False,False,False,0.0,False,False,False
186,6.2062,1,0.0,True,False,False,False,0.0,False,False,False
187,6.239566666666667,1,0.0,True,False,False,False,0.0,False,False,False
188,6.2729333333333335,1,0.0,True,False,False,False,0.0,False,False,False
189,6.3063,1,0.0,True,False,False,False,0.0,False,False,False
190,6.339666666666667,1,0.0,True,False,False,False,0.0,False,False,False
191,6.373033333333334,1,0.0,True,False,False,False,0.0,False,False,False
192,6.4064000000000005,1,0.0,True,False,False,False,0.0,False,False,False
193,6.439766666666667,1,0.0,True,False,False,False,0.0,False,False,False
194,6.473133333333334,1,0.0,True,False,False,False,0.0,False,False,False
195,6.5065,1,0.0,True,False,False,False,0.0,False,False,False
196,6.539866666666667,1,0.0,True,False,False,False,0.0,False,False,False
197,6.5732333333333335,1,0.0,True,False,False,False,0.0,False,False,False
198,6.6066,1,0.0,True,False,False,False,0.0,False,False,False
199,6.639966666666667,1,0.0,True,False,False,False,0.0,False,False,False
200,6.673333333333334,1,0.0,True,False,False,False,0.0,False,False,False
201,6.7067000000000005,1,0.0,True,False,False,False,0.0,False,False,False
202,6.740066666666667,1,0.0,True,False,False,False,0.0,False,False,False
203,6.773433333333334,1,0.0,True,False,False,False,0.0,False,False,False
204,6.8068,1,0.0,True,False,False,False,0.0,False,False,False
205,6.840166666666667,1,0.0,True,False,False,False,0.0,False,False,False
206,6.8735333333333335,1,0.0,True,False,False,False,0.0,False,False,False
207,6.9069,1,0.0,True,False,False,False,0.0,False,False,False
208,6.940266666666667,1,0.0,True,False,False,False,0.0,False,False,False
209,6.973633333333334,1,0.0,True,False,False,False,0.0,False,False,False
210,7.007000000000001,1,0.0,True,False,False,False,0.0,False,False,False
211,7.040366666666667,1,0.0,True,False,False,False,0.0,False,False,False
212,7.073733333333334,1,0.0,True,False,False,False,0.0,False,False,False
213,7.1071,1,0.0,True,False,False,False,0.0,False,False,False
214,7.140466666666667,1,0.0,True,False,False,False,0.0,False,False,False
215,7.1738333333333335,1,0.0,True,False,False,False,0.0,False,False,False
216,7.207200000000001,1,0.0,True,False,False,False,0.0,False,False,False
217,7.240566666666667,1,0.0,True,False,False,False,0.0,False,False,False
218,7.273933333333334,1,0.0,True,False,False,False,0.0,False,False,False
219,7.307300000000001,1,0.0,True,False,False,False,0.0,False,False,False
220,7.340666666666667,1,0.0,True,False,False,False,0.0,False,False,False
221,7.374033333333334,1,0.0,True,False,False,False,0.0,False,False,False
222,7.4074,1,0.0,True,False,False,False,0.0,False,False,False
223,7.440766666666667,1,0.0,True,False,False,False,0.0,False,False,False
224,7.4741333333333335,1,0.0,True,False,False,False,0.0,False,False,False
225,7.5075,1,0.0,True,False,False,False,0.0,False,False,False
226,7.540866666666667,1,0.0,True,False,False,False,0.0,False,False,False
227,7.574233333333334,1,0.0,True,False,False,False,0.0,False,False,False
228,7.607600000000001,1,0.0,True,False,False,False,0.0,False,False,False
229,7.640966666666667,1,0.0,True,False,False,False,0.0,False,False,False
230,7.674333333333334,1,0.0,True,False,False,False,0.0,False,False,False
231,7.7077,1,0.0,True,False,False,False,0.0,False,False,False
232,7.741066666666667,1,0.0,True,False,False,False,0.0,False,False,False
233,7.7744333333333335,1,0.8999999999999999,True,True,False,False,0.0,True,False,False
234,7.8078,1,0.0,True,False,False,False,0.0,False,False,False
