frame_idx,timestamp_s,person_id,risk,in_watched_zone,near_item,in_pos,looking_around,face_visible_ratio,face_covered_or_turned,has_hat,has_mask
235,7.841166666666667,1,0.0,True,False,False,False,0.0,False,False,False
236,7.874533333333334,1,0.0,True,False,False,False,0.0,False,False,False
237,7.907900000000001,1,0.0,True,False,False,False,0.0,False,False,False
238,7.941266666666667,1,0.0,True,False,False,False,0.0,False,False,False
239,7.974633333333334,1,0.0,True,False,False,False,0.0,False,False,False
239,7.974633333333334,2,0.0,True,False,False,False,0.0,False,False,False
240,8.008000000000001,1,0.0,True,False,False,False,0.0,False,False,False
240,8.008000000000001,2,0.0,True,False,False,False,0.0,False,False,False
240,8.008000000000001,3,0.0,True,False,False,False,0.0,False,False,False
241,8.041366666666667,1,0.0,True,False,False,False,0.0,False,False,False
241,8.041366666666667,2,0.0,True,False,False,False,0.0,False,False,False
241,8.041366666666667,3,0.0,True,False,False,False,0.0,False,False,False
242,8.074733333333334,1,0.0,True,False,False,False,0.0,False,False,False
242,8.074733333333334,2,0.0,True,False,False,False,0.0,False,False,False
242,8.074733333333334,3,0.0,True,False,False,False,0.0,False,False,False
243,8.1081,1,0.0,True,False,False,False,0.0,False,False,False
243,8.1081,2,0.0,True,False,False,False,0.0,False,False,False
243,8.1081,3,0.0,True,False,False,False,0.0,False,False,False
244,8.141466666666666,1,0.0,True,False,False,False,0.0,False,False,False
244,8.141466666666666,2,0.0,True,False,False,False,0.0,False,False,False
244,8.141466666666666,3,0.0,True,False,False,False,0.0,False,False,False
245,8.174833333333334,1,0.0,True,False,False,False,0.0,False,False,False
245,8.174833333333334,2,0.0,True,False,False,False,0.0,False,False,False
245,8.174833333333334,3,0.0,True,False,False,False,0.0,False,False,False
246,8.2082,1,0.0,True,False,False,False,0.0,False,False,False
246,8.2082,2,0.0,True,False,False,False,0.0,False,False,False
246,8.2082,3,0.0,True,False,False,False,0.0,False,False,False
247,8.241566666666667,1,0.0,True,False,False,False,0.0,False,False,False
247,8.241566666666667,2,0.0,True,False,False,False,0.0,False,False,False
247,8.241566666666667,3,0.0,True,False,False,False,0.0,False,False,False
248,8.274933333333333,1,0.0,True,False,False,False,0.0,False,False,False
248,8.274933333333333,2,0.0,True,False,False,False,0.0,False,False,False
248,8.274933333333333,3,0.0,True,False,False,False,0.0,False,False,False
249,8.308300000000001,1,0.0,True,False,False,False,0.0,False,False,False
249,8.308300000000001,2,0.0,True,False,False,False,0.0,False,False,False
249,8.308300000000001,3,0.0,True,False,False,False,0.0,False,False,False
250,8.341666666666667,1,0.0,True,False,False,False,0.0,False,False,False
250,8.341666666666667,2,0.0,True,False,False,False,0.0,False,False,False
250,8.341666666666667,3,0.0,True,False,False,False,0.0,False,False,False
251,8.375033333333334,1,0.0,True,False,False,False,0.0,False,False,False
251,8.375033333333334,2,0.0,True,False,False,False,0.0,False,False,False
251,8.375033333333334,3,0.0,True,False,False,False,0.0,False,False,False
252,8.4084,1,0.0,True,False,False,False,0.0,False,False,False
252,8.4084,2,0.0,True,False,False,False,0.0,False,False,False
252,8.4084,3,0.0,True,False,False,False,0.0,False,False,False
253,8.441766666666666,1,0.0,True,False,False,False,0.0,False,False,False
253,8.441766666666666,2,0.0,True,False,False,False,0.0,False,False,False
253,8.441766666666666,3,0.0,True,False,False,False,0.0,False,False,False
254,8.475133333333334,1,0.0,True,False,False,False,0.0,False,False,False
254,8.475133333333334,2,0.0,True,False,False,False,0.0,False,False,False
254,8.475133333333334,3,0.0,True,False,False,False,0.0,False,False,False
255,8.5085,1,0.0,True,False,False,False,0.0,False,False,False
255,8.5085,2,0.0,True,False,False,False,0.0,False,False,False
255,8.5085,3,0.0,True,False,False,False,0.0,False,False,False
256,8.541866666666667,1,0.0,True,False,False,False,0.0,False,False,False
256,8.541866666666667,2,0.0,True,False,False,False,0.0,False,False,False
256,8.541866666666667,3,0.0,True,False,False,False,0.0,False,False,False
257,8.575233333333333,1,0.0,True,False,False,False,0.0,False,False,False
257,8.575233333333333,2,0.0,True,False,False,False,0.0,False,False,False
257,8.575233333333333,3,0.0,True,False,False,False,0.0,False,False,False
258,8.608600000000001,1,0.0,True,False,False,False,0.0,False,False,False
258,8.608600000000001,2,0.0,True,False,False,False,0.0,False,False,False
258,8.608600000000001,3,0.0,True,False,False,False,0.0,False,False,False
259,8.641966666666667,1,0.0,True,False,False,False,0.0,False,False,False
259,8.641966666666667,2,0.0,True,False,False,False,0.0,False,False,False
259,8.641966666666667,3,0.0,True,False,False,False,0.0,False,False,False
260,8.675333333333334,1,0.0,True,False,False,False,0.0,False,False,False
260,8.675333333333334,2,0.0,True,False,False,False,0.0,False,False,False
260,8.675333333333334,3,0.0,True,False,False,False,0.0,False,False,False
261,8.7087,1,0.0,True,False,False,False,0.0,False,False,False
261,8.7087,2,0.0,True,False,False,False,0.0,False,False,False
261,8.7087,3,0.0,True,False,False,False,0.0,False,False,False
262,8.742066666666666,1,0.0,True,False,False,False,0.0,False,False,False
262,8.742066666666666,2,0.0,True,False,False,False,0.0,False,False,False
262,8.742066666666666,3,0.0,True,False,False,False,0.0,False,False,False
263,8.775433333333334,1,0.0,True,False,False,False,0.0,False,False,False
263,8.775433333333334,2,0.0,True,False,False,False,0.0,False,False,False
263,8.775433333333334,3,0.0,True,False,False,False,0.0,False,False,False
264,8.8088,1,0.0,True,False,False,False,0.0,False,False,False
264,8.8088,2,0.0,True,False,False,False,0.0,False,False,False
264,8.8088,3,0.0,True,False,False,False,0.0,False,False,False
265,8.842166666666667,1,0.0,True,False,False,False,0.0,False,False,False
265,8.842166666666667,2,0.0,True,False,False,False,0.0,False,False,False
265,8.842166666666667,3,0.0,True,False,False,False,0.0,False,False,False
266,8.875533333333333,1,0.0,True,False,False,False,0.0,False,False,False
266,8.875533333333333,2,0.0,True,False,False,False,0.0,False,False,False
266,8.875533333333333,3,0.0,True,False,False,False,0.0,False,False,False
267,8.908900000000001,1,0.0,True,False,False,False,0.0,False,False,False
267,8.908900000000001,2,0.0,True,False,False,False,0.0,False,False,False
267,8.908900000000001,3,0.0,True,False,False,False,0.0,False,False,False
268,8.942266666666667,1,0.0,True,False,False,False,0.0,False,False,False
268,8.942266666666667,2,0.0,True,False,False,False,0.0,False,False,False
268,8.942266666666667,3,0.0,True,False,False,False,0.0,False,False,False
269,8.975633333333334,1,0.0,True,False,False,False,0.0,False,False,False
269,8.975633333333334,2,0.0,True,False,False,False,0.0,False,False,False
269,8.975633333333334,3,0.0,True,False,False,False,0.0,False,False,False
270,9.009,1,0.0,True,False,False,False,0.0,False,False,False
270,9.009,2,0.0,True,False,False,False,0.0,False,False,False
271,9.042366666666666,1,0.0,True,False,False,False,0.0,False,False,False
272,9.075733333333334,1,0.0,True,False,False,False,0.0,False,False,False
273,9.1091,1,0.0,True,False,False,False,0.033,False,False,False
274,9.142466666666667,1,0.0,True,False,False,False,0.033,False,False,False
275,9.175833333333333,1,0.0,True,False,False,False,0.033,False,False,False
276,9.209200000000001,1,0.0,True,False,False,False,0.033,False,False,False
277,9.242566666666667,1,0.0,True,False,False,False,0.033,False,False,False
278,9.275933333333334,1,0.0,True,False,False,False,0.033,False,False,False
279,9.3093,1,0.0,True,False,False,False,0.033,False,False,False
280,9.342666666666666,1,0.0,True,False,False,False,0.033,False,False,False
281,9.376033333333334,1,0.0,True,False,False,False,0.033,False,False,False
282,9.4094,1,0.0,True,False,False,False,0.033,False,False,False
283,9.442766666666667,1,0.0,True,False,False,False,0.033,False,False,False
284,9.476133333333333,1,0.0,True,False,False,False,0.033,False,False,False
285,9.509500000000001,1,0.0,True,False,False,False,0.033,False,False,False
286,9.542866666666667,1,0.0,True,False,False,False,0.033,False,False,False
287,9.576233333333333,1,0.0,True,False,False,False,0.033,False,False,False
288,9.6096,1,0.0,True,False,False,False,0.033,False,False,False
289,9.642966666666668,1,0.0,True,False,False,False,0.033,False,False,False
290,9.676333333333334,1,0.0,True,False,False,False,0.033,False,False,False
291,9.7097,1,0.0,True,False,False,False,0.033,False,False,False
292,9.743066666666667,1,0.0,True,False,False,False,0.033,False,False,False
293,9.776433333333333,1,0.0,True,False,False,False,0.033,False,False,False
294,9.809800000000001,1,0.0,True,False,False,False,0.033,False,False,False
295,9.843166666666667,1,0.0,True,False,False,False,0.033,False,False,False
296,9.876533333333334,1,0.0,True,False,False,False,0.033,False,False,False
297,9.9099,1,0.0,True,False,False,False,0.033,False,False,False
298,9.943266666666668,1,0.0,True,False,False,False,0.033,False,False,False
299,9.976633333333334,1,0.0,True,False,False,False,0.033,False,False,False
300,10.01,1,0.0,True,False,False,False,0.033,False,False,False
301,10.043366666666667,1,0.0,True,False,False,False,0.033,False,False,False
302,10.076733333333333,1,0.0,True,False,False,False,0.033,False,False,False
303,10.110100000000001,1,0.0,True,False,False,False,0.0,False,False,False
304,10.143466666666667,1,0.0,True,False,False,False,0.0,False,False,False
305,10.176833333333335,1,0.0,True,False,False,False,0.0,False,False,False
306,10.2102,1,0.0,True,False,False,False,0.0,False,False,False
307,10.243566666666668,1,0.0,True,False,False,False,0.0,False,False,False
308,10.276933333333334,1,0.0,True,False,False,False,0.0,False,False,False
309,10.3103,1,0.0,True,False,False,False,0.0,False,False,False
310,10.343666666666667,1,0.0,True,False,False,False,0.0,False,False,False
311,10.377033333333333,1,0.0,True,False,False,False,0.0,False,False,False
312,10.410400000000001,1,0.0,True,False,False,False,0.0,False,False,False
313,10.443766666666667,1,0.0,True,False,False,False,0.0,False,False,False
314,10.477133333333335,1,0.0,True,False,False,False,0.0,False,False,False
315,10.5105,1,0.0,True,False,False,False,0.0,False,False,False
316,10.543866666666668,1,0.0,True,False,False,False,0.0,False,False,False
317,10.577233333333334,1,0.0,True,False,False,False,0.0,False,False,False
318,10.6106,1,0.0,True,False,False,False,0.0,False,False,False
319,10.643966666666667,1,0.0,True,False,False,False,0.0,False,False,False
320,10.677333333333333,1,0.0,True,False,False,False,0.0,False,False,False
321,10.710700000000001,1,0.0,True,False,False,False,0.0,False,False,False
322,10.744066666666667,1,0.0,True,False,False,False,0.0,False,False,False
323,10.777433333333335,1,0.0,True,False,False,False,0.0,False,False,False
324,10.8108,1,0.0,True,False,False,False,0.0,False,False,False
325,10.844166666666668,1,0.0,True,False,False,False,0.0,False,False,False
326,10.877533333333334,1,0.0,True,False,False,False,0.0,False,False,False
327,10.9109,1,0.0,True,False,False,False,0.0,False,False,False
328,10.944266666666667,1,0.0,True,False,False,False,0.0,False,False,False
329,10.977633333333333,1,0.0,True,False,False,False,0.0,False,False,False
330,11.011000000000001,1,0.0,True,False,False,False,0.0,False,False,False
331,11.044366666666667,1,0.0,True,False,False,False,0.0,False,False,False
332,11.077733333333335,1,0.0,True,False,False,False,0.0,False,False,False
333,11.1111,1,0.0,True,False,False,False,0.0,False,False,False
334,11.14446666666667,1,0.0,True,False,False,False,0.0,False,False,False
